id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
401,TCKT-1401,Medium,Resolved,Access,Cannot connect to WiFi,Automatically generated sample ticket record,2024-04-27,2024-05-01,Fatima,2024-04-27 00:00:00
402,TCKT-1402,Critical,Resolved,Access,Laptop not starting,Automatically generated sample ticket record,2024-09-07,2024-09-08,Bob,2024-09-07 00:00:00
403,TCKT-1403,High,Open,Access,Antivirus alert,Automatically generated sample ticket record,2024-09-29,,Hassan,2024-09-29 00:00:00
404,TCKT-1404,High,In Progress,Access,Password reset request,Automatically generated sample ticket record,2024-09-30,,Ethan,2024-09-30 00:00:00
405,TCKT-1405,High,Resolved,Access,VPN connection problem,Automatically generated sample ticket record,2024-04-14,2024-04-15,Fatima,2024-04-14 00:00:00
406,TCKT-1406,High,Resolved,Hardware,Printer not working,Automatically generated sample ticket record,2024-06-02,2024-06-04,Fatima,2024-06-02 00:00:00
407,TCKT-1407,Medium,Resolved,Network,Printer not working,Automatically generated sample ticket record,2024-01-15,2024-01-18,Charlie,2024-01-15 00:00:00
408,TCKT-1408,Critical,In Progress,Hardware,Cannot connect to WiFi,Automatically generated sample ticket record,2024-04-18,,Ethan,2024-04-18 00:00:00
409,TCKT-1409,Critical,Closed,Hardware,Cannot connect to WiFi,Automatically generated sample ticket record,2024-04-06,2024-04-11,Fatima,2024-04-06 00:00:00
410,TCKT-1410,Low,In Progress,Software,System running slow,Automatically generated sample ticket record,2024-10-19,,Fatima,2024-10-19 00:00:00
411,TCKT-1411,Low,In Progress,Security,Laptop not starting,Automatically generated sample ticket record,2024-04-12,,Ethan,2024-04-12 00:00:00
412,TCKT-1412,High,Closed,Hardware,Antivirus alert,Automatically generated sample ticket record,2024-07-23,2024-07-28,Fatima,2024-07-23 00:00:00
413,TCKT-1413,Low,Resolved,Security,Printer not working,Automatically generated sample ticket record,2024-07-07,2024-07-12,Bob,2024-07-07 00:00:00
414,TCKT-1414,High,In Progress,Software,Printer not working,Automatically generated sample ticket record,2024-07-22,,Hassan,2024-07-22 00:00:00
415,TCKT-1415,Critical,Resolved,Security,Password reset request,Automatically generated sample ticket record,2024-02-18,2024-02-23,Bob,2024-02-18 00:00:00
416,TCKT-1416,Critical,In Progress,Software,Email not syncing,Automatically generated sample ticket record,2024-04-22,,Ethan,2024-04-22 00:00:00
417,TCKT-1417,Medium,Closed,Access,Email not syncing,Automatically generated sample ticket record,2024-03-17,2024-03-23,Hassan,2024-03-17 00:00:00
418,TCKT-1418,Low,Open,Hardware,Printer not working,Automatically generated sample ticket record,2024-03-01,,Bob,2024-03-01 00:00:00
419,TCKT-1419,Low,Resolved,Security,Access denied error,Automatically generated sample ticket record,2024-05-12,2024-05-16,Charlie,2024-05-12 00:00:00
420,TCKT-1420,Critical,Resolved,Network,VPN connection problem,Automatically generated sample ticket record,2024-09-20,2024-09-30,David,2024-09-20 00:00:00
421,TCKT-1421,Low,Resolved,Network,Laptop not starting,Automatically generated sample ticket record,2024-09-01,2024-09-11,Hassan,2024-09-01 00:00:00
422,TCKT-1422,Medium,Closed,Hardware,System running slow,Automatically generated sample ticket record,2024-10-06,2024-10-08,David,2024-10-06 00:00:00
423,TCKT-1423,Low,Closed,Hardware,Access denied error,Automatically generated sample ticket record,2024-10-20,2024-10-30,Hassan,2024-10-20 00:00:00
424,TCKT-1424,High,In Progress,Hardware,Software installation issue,Automatically generated sample ticket record,2024-03-01,,Bob,2024-03-01 00:00:00
425,TCKT-1425,Medium,Resolved,Network,System running slow,Automatically generated sample ticket record,2024-08-11,2024-08-14,Charlie,2024-08-11 00:00:00
426,TCKT-1426,Medium,In Progress,Network,Software installation issue,Automatically generated sample ticket record,2024-07-26,,Ethan,2024-07-26 00:00:00
427,TCKT-1427,High,Open,Hardware,Access denied error,Automatically generated sample ticket record,2024-05-09,,Ethan,2024-05-09 00:00:00
428,TCKT-1428,Critical,Resolved,Network,Cannot connect to WiFi,Automatically generated sample ticket record,2024-08-27,2024-09-01,Bob,2024-08-27 00:00:00
429,TCKT-1429,Medium,Closed,Access,Cannot connect to WiFi,Automatically generated sample ticket record,2024-07-06,2024-07-09,Fatima,2024-07-06 00:00:00
430,TCKT-1430,Low,Open,Software,Password reset request,Automatically generated sample ticket record,2024-04-04,,Ethan,2024-04-04 00:00:00
431,TCKT-1431,Low,Resolved,Security,Access denied error,Automatically generated sample ticket record,2024-03-18,2024-03-23,Alice,2024-03-18 00:00:00
432,TCKT-1432,Medium,Resolved,Access,Password reset request,Automatically generated sample ticket record,2024-04-14,2024-04-20,Fatima,2024-04-14 00:00:00
433,TCKT-1433,High,Open,Software,Access denied error,Automatically generated sample ticket record,2024-07-27,,Alice,2024-07-27 00:00:00
434,TCKT-1434,High,Resolved,Software,Password reset request,Automatically generated sample ticket record,2024-09-01,2024-09-07,Alice,2024-09-01 00:00:00
435,TCKT-1435,Medium,Resolved,Security,Access denied error,Automatically generated sample ticket record,2024-07-20,2024-07-23,Charlie,2024-07-20 00:00:00
436,TCKT-1436,Low,Closed,Access,Printer not working,Automatically generated sample ticket record,2024-09-03,2024-09-04,Hassan,2024-09-03 00:00:00
437,TCKT-1437,High,In Progress,Security,Access denied error,Automatically generated sample ticket record,2024-08-19,,Alice,2024-08-19 00:00:00
438,TCKT-1438,High,Open,Hardware,VPN connection problem,Automatically generated sample ticket record,2024-09-18,,Charlie,2024-09-18 00:00:00
439,TCKT-1439,High,Closed,Hardware,Access denied error,Automatically generated sample ticket record,2024-05-26,2024-05-30,Alice,2024-05-26 00:00:00
440,TCKT-1440,Low,In Progress,Network,Access denied error,Automatically generated sample ticket record,2024-10-17,,Bob,2024-10-17 00:00:00
441,TCKT-1441,Medium,Closed,Access,VPN connection problem,Automatically generated sample ticket record,2024-02-13,2024-02-18,Hassan,2024-02-13 00:00:00
442,TCKT-1442,Low,Open,Security,VPN connection problem,Automatically generated sample ticket record,2024-02-12,,Ethan,2024-02-12 00:00:00
443,TCKT-1443,Medium,Open,Hardware,Email not syncing,Automatically generated sample ticket record,2024-03-24,,Bob,2024-03-24 00:00:00
444,TCKT-1444,Low,Closed,Security,Email not syncing,Automatically generated sample ticket record,2024-10-20,2024-10-22,Bob,2024-10-20 00:00:00
445,TCKT-1445,Critical,In Progress,Network,Access denied error,Automatically generated sample ticket record,2024-06-17,,Fatima,2024-06-17 00:00:00
446,TCKT-1446,High,Resolved,Security,Laptop not starting,Automatically generated sample ticket record,2024-09-13,2024-09-20,Hassan,2024-09-13 00:00:00
447,TCKT-1447,Critical,Closed,Access,Antivirus alert,Automatically generated sample ticket record,2024-03-30,2024-04-07,Bob,2024-03-30 00:00:00
448,TCKT-1448,High,In Progress,Network,Printer not working,Automatically generated sample ticket record,2024-04-07,,Ethan,2024-04-07 00:00:00
449,TCKT-1449,Low,Resolved,Network,Laptop not starting,Automatically generated sample ticket record,2024-02-04,2024-02-05,Ethan,2024-02-04 00:00:00
450,TCKT-1450,Critical,In Progress,Hardware,VPN connection problem,Automatically generated sample ticket record,2024-03-09,,Hassan,2024-03-09 00:00:00
451,TCKT-1451,Low,Closed,Security,Email not syncing,Automatically generated sample ticket record,2024-01-06,2024-01-12,Bob,2024-01-06 00:00:00
452,TCKT-1452,High,Closed,Network,Antivirus alert,Automatically generated sample ticket record,2024-10-24,2024-10-25,David,2024-10-24 00:00:00
453,TCKT-1453,Medium,Open,Hardware,System running slow,Automatically generated sample ticket record,2024-02-26,,Alice,2024-02-26 00:00:00
454,TCKT-1454,High,In Progress,Network,Access denied error,Automatically generated sample ticket record,2024-09-13,,Alice,2024-09-13 00:00:00
455,TCKT-1455,Low,Open,Software,VPN connection problem,Automatically generated sample ticket record,2024-04-23,,Charlie,2024-04-23 00:00:00
456,TCKT-1456,High,Closed,Software,Antivirus alert,Automatically generated sample ticket record,2024-04-27,2024-05-05,Ethan,2024-04-27 00:00:00
457,TCKT-1457,Low,Resolved,Security,Access denied error,Automatically generated sample ticket record,2024-04-04,2024-04-13,Charlie,2024-04-04 00:00:00
458,TCKT-1458,Medium,Resolved,Security,Access denied error,Automatically generated sample ticket record,2024-03-20,2024-03-30,David,2024-03-20 00:00:00
459,TCKT-1459,Critical,Closed,Security,Cannot connect to WiFi,Automatically generated sample ticket record,2024-01-09,2024-01-19,David,2024-01-09 00:00:00
460,TCKT-1460,Medium,In Progress,Software,Printer not working,Automatically generated sample ticket record,2024-09-19,,Bob,2024-09-19 00:00:00
461,TCKT-1461,Low,Open,Hardware,Password reset request,Automatically generated sample ticket record,2024-10-27,,Alice,2024-10-27 00:00:00
462,TCKT-1462,Medium,Resolved,Access,Antivirus alert,Automatically generated sample ticket record,2024-07-22,2024-07-26,Bob,2024-07-22 00:00:00
463,TCKT-1463,Low,In Progress,Software,Email not syncing,Automatically generated sample ticket record,2024-05-14,,Charlie,2024-05-14 00:00:00
464,TCKT-1464,Critical,Closed,Network,Password reset request,Automatically generated sample ticket record,2024-03-06,2024-03-12,Bob,2024-03-06 00:00:00
465,TCKT-1465,Medium,In Progress,Access,System running slow,Automatically generated sample ticket record,2024-01-19,,Ethan,2024-01-19 00:00:00
466,TCKT-1466,Critical,Resolved,Hardware,Antivirus alert,Automatically generated sample ticket record,2024-07-01,2024-07-11,David,2024-07-01 00:00:00
467,TCKT-1467,Critical,In Progress,Access,Password reset request,Automatically generated sample ticket record,2024-10-19,,Alice,2024-10-19 00:00:00
468,TCKT-1468,Low,Resolved,Access,Password reset request,Automatically generated sample ticket record,2024-06-03,2024-06-07,Charlie,2024-06-03 00:00:00
469,TCKT-1469,Medium,Closed,Security,Antivirus alert,Automatically generated sample ticket record,2024-09-27,2024-10-03,Fatima,2024-09-27 00:00:00
470,TCKT-1470,Low,Open,Hardware,VPN connection problem,Automatically generated sample ticket record,2024-10-27,,Hassan,2024-10-27 00:00:00
471,TCKT-1471,Critical,In Progress,Security,System running slow,Automatically generated sample ticket record,2024-03-21,,David,2024-03-21 00:00:00
472,TCKT-1472,Medium,Resolved,Access,System running slow,Automatically generated sample ticket record,2024-02-25,2024-02-26,Hassan,2024-02-25 00:00:00
473,TCKT-1473,Medium,Resolved,Hardware,VPN connection problem,Automatically generated sample ticket record,2024-07-21,2024-07-26,Bob,2024-07-21 00:00:00
474,TCKT-1474,Medium,In Progress,Software,Password reset request,Automatically generated sample ticket record,2024-03-02,,Fatima,2024-03-02 00:00:00
475,TCKT-1475,Critical,Open,Software,Password reset request,Automatically generated sample ticket record,2024-01-01,,Hassan,2024-01-01 00:00:00
476,TCKT-1476,Critical,Open,Network,Antivirus alert,Automatically generated sample ticket record,2024-01-09,,Charlie,2024-01-09 00:00:00
477,TCKT-1477,Medium,Resolved,Hardware,Software installation issue,Automatically generated sample ticket record,2024-01-30,2024-02-06,Bob,2024-01-30 00:00:00
478,TCKT-1478,Low,Open,Access,Laptop not starting,Automatically generated sample ticket record,2024-03-12,,Charlie,2024-03-12 00:00:00
479,TCKT-1479,Critical,In Progress,Network,Email not syncing,Automatically generated sample ticket record,2024-08-27,,Ethan,2024-08-27 00:00:00
480,TCKT-1480,Medium,Closed,Network,Access denied error,Automatically generated sample ticket record,2024-09-12,2024-09-18,Ethan,2024-09-12 00:00:00
481,TCKT-1481,Low,Closed,Network,Software installation issue,Automatically generated sample ticket record,2024-02-18,2024-02-25,Charlie,2024-02-18 00:00:00
482,TCKT-1482,Medium,Closed,Network,Email not syncing,Automatically generated sample ticket record,2024-06-26,2024-07-03,Hassan,2024-06-26 00:00:00
483,TCKT-1483,Medium,Closed,Security,VPN connection problem,Automatically generated sample ticket record,2024-08-13,2024-08-16,Alice,2024-08-13 00:00:00
484,TCKT-1484,High,Resolved,Network,Laptop not starting,Automatically generated sample ticket record,2024-08-29,2024-09-08,Fatima,2024-08-29 00:00:00
485,TCKT-1485,High,In Progress,Network,Access denied error,Automatically generated sample ticket record,2024-09-08,,Hassan,2024-09-08 00:00:00
486,TCKT-1486,Medium,Resolved,Access,Email not syncing,Automatically generated sample ticket record,2024-06-23,2024-07-02,Hassan,2024-06-23 00:00:00
487,TCKT-1487,Medium,Open,Software,VPN connection problem,Automatically generated sample ticket record,2024-04-29,,Alice,2024-04-29 00:00:00
488,TCKT-1488,Low,Closed,Access,VPN connection problem,Automatically generated sample ticket record,2024-02-27,2024-03-02,Charlie,2024-02-27 00:00:00
489,TCKT-1489,Low,Closed,Software,Cannot connect to WiFi,Automatically generated sample ticket record,2024-01-02,2024-01-05,David,2024-01-02 00:00:00
490,TCKT-1490,Low,In Progress,Access,Password reset request,Automatically generated sample ticket record,2024-05-23,,Fatima,2024-05-23 00:00:00
491,TCKT-1491,Medium,In Progress,Security,VPN connection problem,Automatically generated sample ticket record,2024-07-02,,Fatima,2024-07-02 00:00:00
492,TCKT-1492,Low,Closed,Hardware,VPN connection problem,Automatically generated sample ticket record,2024-01-05,2024-01-07,Fatima,2024-01-05 00:00:00
493,TCKT-1493,Low,Resolved,Access,Cannot connect to WiFi,Automatically generated sample ticket record,2024-04-11,2024-04-12,David,2024-04-11 00:00:00
494,TCKT-1494,Critical,In Progress,Security,Software installation issue,Automatically generated sample ticket record,2024-08-31,,Ethan,2024-08-31 00:00:00
495,TCKT-1495,Critical,In Progress,Network,Software installation issue,Automatically generated sample ticket record,2024-06-12,,Fatima,2024-06-12 00:00:00
496,TCKT-1496,Critical,Open,Network,Email not syncing,Automatically generated sample ticket record,2024-08-06,,Ethan,2024-08-06 00:00:00
497,TCKT-1497,Medium,Resolved,Access,Access denied error,Automatically generated sample ticket record,2024-03-14,2024-03-18,David,2024-03-14 00:00:00
498,TCKT-1498,Low,Closed,Hardware,Password reset request,Automatically generated sample ticket record,2024-07-30,2024-08-08,Hassan,2024-07-30 00:00:00
499,TCKT-1499,High,Resolved,Network,Printer not working,Automatically generated sample ticket record,2024-08-22,2024-08-31,Ethan,2024-08-22 00:00:00
500,TCKT-1500,High,Resolved,Network,Password reset request,Automatically generated sample ticket record,2024-08-04,2024-08-06,Ethan,2024-08-04 00:00:00
